Principal|Nivel|Artículo|Descripción|Tipo|Estado|Planeador|Sec Artículo|Sec Op|UDM|Cantidad Unitaria|Cantidad Extendida|Tipo Suministro|Subinventario|Localizador|Tipo Costo|Costo Materiales|Costo Recurso|Gsto Grl|Costo Unitario|Costo Extendido|Accesorio S/N|Fecha inactivo|Alterno|Component_Yiel|Categoria Producto
22000127937|3|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.46|.46|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|2|25105965|PARTE-TAPA POSTERIOR SUPERIOR ESTRUCTURA APOYA BRAZOS POLTRONA TEK SOCIAL TKSSI141022|AI|Active||120|10|und|1|1|Proceso Tirar Operación|CARPINT|SPS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|3|22020352|MADEFLEX LISO DE 1220X2440MM ESPESOR 2MM|MP|Active||10|10|und|.01|.01|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|2|25105966|PARTE-TAPA POSTERIOR INFERIOR ESTRUCTURA APOYA BRAZOS POLTRONA TEK SOCIAL TKSSI141023|AI|Active||130|10|und|1|1|Proceso Tirar Operación|CARPINT|SPS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|3|22020352|MADEFLEX LISO DE 1220X2440MM ESPESOR 2MM|MP|Active||10|10|und|.01|.01|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|2|22000155|TORNILLO 6X1.5/8 CAB AVELL. AW6158 GIMLET W  REF.400|MP|Active||140|10|und|36|36|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|2|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||150|10|und|20|20|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|1|22021826|GENERICO TELA GAMA 1|MP|Active||20|10|m|.9|.9|Proceso Tirar Operación|CARPINT|TEL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|1|22021067|ESPUMA DE 1200X2000X10 MM DENSIDAD 40|MP|Active||30|10|und|.5|.5|Proceso Tirar Operación|CARPINT|SIL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|1|22000277|ARANDELA 5/16 LISA ZINCADA|MP|Active||50|10|und|5|5|Proceso Tirar Operación|CARPINT|MPC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|1|22002420|TORNILLO HEX G-2 RO 5/16 x 2 R/TOTAL  ZINCADO|MP|Active||60|10|und|3|3|Proceso Tirar Operación|CARPINT|MPC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000127937|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||80|10|kg|.1|.1|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|0|22000128546|CUERPO INDIVIDUAL METALICO LOCKER CAL 22 220X50X50CM ALMACENAMIENTO ALM3020000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128546|1|25102807|ARMADA-CUERPO 220X50X50CM CORAZA INDIVIDUAL LOCKER METALICO ALMACENAMIENTO  ALM3020001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25102808|PARTE-TAPA CUERPO 50X50CM CORAZA  LOCKER METALICO ALAMACENAMIENTO ALM3020002|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.73|2.73|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25102811|PARTE-BASE CUERPO 50X50CM CORAZA LOCKER METALICO ALMACENAMIENTO ALM3020003|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.71|2.71|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25102816|PARTE-ESPALDA 220X50X50CM INDIVIDUAL LOCKER METALICO ALMACENAMIENTO ALM3020005|AI|Active||40|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|7.693877693|7.693877693|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25102822|PARTE-COSTADO CERRADURA 220X50CM CORAZA LOCKER METALICO ALMACENAMIENTO ALM3021002|AI|Active||50|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|10.29299662|10.29299662|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25104180|PARTE-COSTADO BISAGRA 220X50CM LOCKER METALICO ALMACENAMIENTO ALM3021005|AI|Active||60|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|10.29299662|10.29299662|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|2|25023486|PARTE-SOPORTE NIVELADOR CORAZA ARCHIVADOR ZEN ALM1151050|AI|Active||70|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.04|.04|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|1|22020324|NIVELADOR ANTIDESLIZANTE R40 5/16X1 COLOR NEGRO|MP|Active||20|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||30|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||90|10|kg|1.8|1.8|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128546|1|22025249|EMPAQUE TAPA PEDESTAL 528X418X70 CLAVE 450|MP|Active||100|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|0|22000128549|CUERPO DOBLE METALICO LOCKER CAL 22 220X80X50CM ALMACENAMIENTO ALM3021000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128549|1|25102819|ARMADA-CUERPO 220X80X50CM CORAZA DOBLE LOCKER METALICO ALMACENAMIENTO ALM3021001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25102822|PARTE-COSTADO CERRADURA 220X50CM CORAZA LOCKER METALICO ALMACENAMIENTO ALM3021002|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|10.29299662|10.29299662|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25102825|PARTE-ESPALDA 220X80CM CORAZA LOCKER DOBLE MEALICO ALMACENAMIENTO ALM3021003|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|12.4|12.4|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25102828|PARTE-DIVISOR 220X50CM CORAZA LOCKER DOBLE METALICO ALMACENAMIENTO ALM3021004|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|10.90933214|10.90933214|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25102809|PARTE-TAPA DOBLE CUERPO 80X50CM CORAZA LOCKER METALICO ALMACENAMIENTO ALM3021006|AI|Active||40|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.05|4.05|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25102812|PARTE-BASE CUERPO DOBLE 80X50CM CORAZA LOCKER METALICO ALMACENAMIENTO ALM3021007|AI|Active||50|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.03|4.03|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25023486|PARTE-SOPORTE NIVELADOR CORAZA ARCHIVADOR ZEN ALM1151050|AI|Active||60|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.04|.04|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|2|25104180|PARTE-COSTADO BISAGRA 220X50CM LOCKER METALICO ALMACENAMIENTO ALM3021005|AI|Active||70|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|10.29299662|10.29299662|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|1|22020324|NIVELADOR ANTIDESLIZANTE R40 5/16X1 COLOR NEGRO|MP|Active||20|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||30|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||90|10|kg|3|3|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128549|1|22025250|EMPAQUE TAPA ARCHIVADOR 90CM CLAVE 620|MP|Active||100|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|0|22000128566|KIT 4 NAVES METALICA 3 ENTREPAÑOS LOCKER CAL 22 220X50X50CM ALMACENAMIENTO ALM3032000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128566|1|25102857|PARTE-CUERPO 220X50CM 4 NAVES METALICA LOCKER METALICO ALM3024001|AI|Active||10|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.93|2.93|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|25102885|PARTE-ENTREPAÑO LOCKER METALICO ALM3025001|AI|Active||20|10|und|3|3|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.21|2.21|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22000212|TORNILLO AUTOROSCANTE 6 3/8 ZINCADO|MP|Active||25|10|und|12|12|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22009711|BISAGRA MEPLA TIPO PARCHE REF:SSP FUNCION 18|MP|Active||30|10|jg|8|8|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||40|10|und|32|32|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22000297|AMORTGUAD POLIU CRISTAL 8.5MM X 2.2MM X 24 UNDS|MP|Active||50|10|und|8|8|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||60|10|kg|.55|.55|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128566|1|22016286|GENERICO PINTURA EN POLVO MUEBLES LADO B|MP|Active||70|10|kg|.36|.36|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|0|22000128631|ZOCALO INDIVIDUAL METALICO LOCKER 10X50X50CM ALMACENAMIENTO ALM3037000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128631|1|25102881|ARMADA-CUERPO 10X50X50CM ZOCALO METALICO ALM3037001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|2|25102882|PARTE-LAMINA CUERPO 10X50X50CM ZOCALO  METALICO ALM3037002|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|1.9|1.9|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|2|25023486|PARTE-SOPORTE NIVELADOR CORAZA ARCHIVADOR ZEN ALM1151050|AI|Active||20|10|und|8|8|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.04|.04|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|1|22011275|TUERCA REMACHABLE DE 5/16 HEXAGONAL BOLLHOFF|MP|Active||20|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|1|22002215|TORNILLO CABEZA HEXAGONAL 5/16 X 1 ZINCADO|MP|Active||40|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128631|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||50|10|kg|.25|.25|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|0|22000128632|ZOCALO DOBLE METALICO LOCKER 10X80X50CM ALMACENAMIENTO ALM3040000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128632|1|25102884|ARMADA-CUERPO 10X80X50CM ZOCALO LOCKER METALICO ALM3040001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|2|25102887|PARTE-LAMINA CUERPO 10X80X50CM ZOCALO LOCKER METALICO ALM3040002|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|1.9|1.9|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|2|25023486|PARTE-SOPORTE NIVELADOR CORAZA ARCHIVADOR ZEN ALM1151050|AI|Active||20|10|und|8|8|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.04|.04|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|2|25105788|PARTE-LAMINA CUERPO 80CM ZOCALO LOCKER METALICO ALM3040003|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.89|.89|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|1|22002215|TORNILLO CABEZA HEXAGONAL 5/16 X 1 ZINCADO|MP|Active||20|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||30|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128632|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||40|10|kg|.4|.4|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|0|22000128634|KIT MANIJA EMBEBIDA NAVE METALICA LOCKER ALMACENAMIENTO ALM3039000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128634|1|25108652|ARMADA-MANIJA EMBEBIDA ALM3039001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|2|25046674|PARTE-BISEL MANIJA EMBEBIDA LOCKERS ALM2732021|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.14129|.14129|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|2|25047700|PARTE-CUERPO MANIJA EMBEBIDA LOCKERS ALM2841021|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.06885|.06885|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|1|22014799|REMACHE AVELLANADO 5-4 NATURAL|MP|Active||20|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128634|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||40|10|kg|.1|.1|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128771|0|22000128771|PORTA-CANDADO LOCKER ALMACENAMIENTO ALM3038000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000128771|1|25102886|PARTE-PORTACANDADO LOCKER METALICO ALM3038001|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128771|2|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.12|.12|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128771|2|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||20|10|kg|.025|.025|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000128771|1|22000212|TORNILLO AUTOROSCANTE 6 3/8 ZINCADO|MP|Active||20|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|0|22000129947|MUEBLE PARA MATERA 120X50XH100CM FORMICA Y SUPERCOR ALMACENAMIENTO ALM3144000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000129947|1|25107276|PARTE-ENTREPAÑO 120X50CM MUEBLE PARA MATERA ALMACENAMIENTO ALM3144005|AI|Active||10|10|und|1|1|Proceso Tirar Operación|CARPINT|CSC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22015764|GENERICO SUPERCOR RH 18MM 1830MM X 2440MM|MP|Active||10|10|und|.17|.17|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008522|GENERICO CANTO PLANO DE 22MM ESPESOR 2MM|MP|Active||20|10|m|3.61|3.61|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|25103446|PARTE-TAPA FRONTAL 120XH-100CM MUEBLE PARA MATERA ALMACENAMIENTO ALM3144002|AI|Active||20|10|und|2|2|Proceso Tirar Operación|CARPINT|CSC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22007284|AGLOMERADO RH CRUDO DE 1530X2440MM ESPESOR 18MM|MP|Active||10|10|und|.41|.41|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008689|GENERICO FORMICA 1220MM X 2440MM F8|MP|Active||20|10|und|.5|.5|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22007604|FORMICA BACKER BLANCO REF: 2112 1220MM X 3060MM F6|MP|Active||30|10|und|.33|.33|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008522|GENERICO CANTO PLANO DE 22MM ESPESOR 2MM|MP|Active||40|10|m|4.56|4.56|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|25103450|PARTE-ESCUADRA MUEBLE PARA MATERA ALMACENAMIENTO ALM3144006|AI|Active||30|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008721|LAMINA PLANA ACEITADA Y DECAPADA 4X8 ESPESOR 4MM A-36|MP|Active||10|10|kg|1.07|1.07|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|25107280|PARTE-COSTADO 50X100CM MUEBLE PARA MATERA ALMACENAMIENTO ALM3144003|AI|Active||40|10|und|2|2|Proceso Tirar Operación|CARPINT|CSC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22007284|AGLOMERADO RH CRUDO DE 1530X2440MM ESPESOR 18MM|MP|Active||10|10|und|.13|.13|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008689|GENERICO FORMICA 1220MM X 2440MM F8|MP|Active||20|10|und|.25|.25|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22007604|FORMICA BACKER BLANCO REF: 2112 1220MM X 3060MM F6|MP|Active||30|10|und|.17|.17|Proceso Tirar Operación|CARPINT|FOR.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008522|GENERICO CANTO PLANO DE 22MM ESPESOR 2MM|MP|Active||40|10|m|3.04|3.04|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|25107281|PARTE-BASE 120X50CM MUEBLE PARA MATERA ALMACENAMIENTO ALM3144004|AI|Active||50|10|und|1|1|Proceso Tirar Operación|CARPINT|CSC.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22015764|GENERICO SUPERCOR RH 18MM 1830MM X 2440MM|MP|Active||10|10|und|.17|.17|Proceso Tirar Operación|CARPINT|AGL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|2|22008522|GENERICO CANTO PLANO DE 22MM ESPESOR 2MM|MP|Active||20|10|m|3.52|3.52|Proceso Tirar Operación|CARPINT|CTA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|22012909|CAM 3000 015X11.9MM|MP|Active||60|10|und|34|34|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|22012910|COMBI DOWEL 34MM#2 PHILLIPS|MP|Active||70|10|und|34|34|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|22006555|GENERICO TAPA MINIFIX|MP|Active||80|10|und|34|34|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||90|10|und|52|52|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000129947|1|25076619|ARMADA-CUERPO BASE NIVELADOR ALMACENAMIENTO ALM3144013|AI|Active||100|10|und|4|4|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
